2025-04-24 20:04,INSIGHT: In Silico Drug Screening Platform using Interpretable Deep Learning Network,"Shi, X., Ramathal, C., Dezso, Z.",bioRxiv,,"The large-scale multiplexed drug screening platforms like PRISM and GDSC facilitate the screening of drug treatments over 1,000 cancer cell lines. The cancer cell lines are well characterized by multiomics screening in CCLE and DepMap, enabling the application of AI and machine learning techniques to study the association between drug sensitivity and the underlying molecular profiles. The large scale and variety of data modalities enabled us to build an interpretable deep learning framework, INSIGHT, integrating the multiomics data and the drug's molecular structure to predict drug response. We trained our model on the PRISM screen for single treatments and on the DrugComb screen database for combination treatments. Our method enables the in-silico extension of current screens by predicting drug response in cancer cell lines not included in the screen, as well as the drug response to novel single agent or combination therapy by leveraging the drug's molecular structure. Furthermore, the deep learning framework was built to enable biological interpretation. The connections between the hidden layers of the neural network incorporate prior biological knowledge such as signaling pathways. This enables the model, in addition to predicting the drug sensitivity profiles, to prioritize the pathways predictive of drug response and identify pathways related to the mechanism of action (MOA) and potential off target effects of novel drugs. The evaluation of our model using cross-validation on the PRISM and DrugComb dataset showed an improved performance compared to previously developed biologically informed deep learning methods and traditional state of the art machine learning methods like elastic-net and XGBoost. We illustrated with examples the value of incorporating biological knowledge into INSIGHT by relating the pathway activity of the predictive models to the MOA.",https://www.biorxiv.org/content/10.1101/2025.04.21.649855v1?rss=1
2025-04-24 20:04,LC-MS and High-Throughput Data Processing Solutions for Lipid Metabolic Tracing Using Biorthogonal Click Chemistry.,"Palina Nepachalovich, Stefano Bonciarelli, Gabriele Lombardi Bendoula, Jenny Desantis, Michela Eleuteri, Christoph Thiele, Laura Goracci, Maria Fedorova",PubMed,,"Tracing lipid metabolism in mammalian cells presents a significant technological challenge due to the vast structural diversity of lipids involved in multiple metabolic routes. Biorthogonal approaches based on click chemistry have revolutionized analytical performance in lipid tracing. When adapted for mass spectrometry (MS), it enables highly specific and sensitive analyses of lipid transformations at the lipidome scale. Here, we advance this approach by integrating liquid chromatography (LC) prior to MS detection and developing a software-assisted workflow for high-throughput data processing. LC separation resolved labelled and unmodified lipids, enabling qualitative and quantitative analysis of both lipidome fractions, as well as isomeric lipid species. Using synthetic standards and endogenously produced alkyne lipids, we characterized LC-MS behaviour, including preferential adduct formation and extent of in-source fragmentation. Specific fragmentation rules derived from tandem MS experiments for 23 lipid subclasses, were implemented in Lipostar2 software for high-throughput annotation and quantification of labelled lipids. Applying this platform, we traced metabolic pathways of palmitic and oleic acid alkynes, revealing distinct lipid incorporation patterns and metabolic bottlenecks. Altogether, here we provide integrated analytical and bioinformatics platform for high-throughput tracing of lipid metabolism using LC-MS workflow.",https://pubmed.ncbi.nlm.nih.gov/40270433/
2025-04-24 20:04,Integrative multi-omics data provide insights into the biosynthesis of furanocoumarins and mechanisms regulating their accumulation in Angelica dahurica.,"Jiaojiao Ji, Xiaoxu Han, Lanlan Zang, Yushan Li, Liqun Lin, Donghua Hu, Shichao Sun, Yonglin Ren, Garth Maker, Zefu Lu, Li Wang",PubMed,,"Furocoumarins (FCs), important natural compounds with biodefense roles and pharmacological activities, are notably abundant in medicinal plant Angelica dahurica. However, its accumulation patterns over development stages in FC-enriched tissue, biosynthetic pathways, and regulatory mechanisms in A. dahurica remain elusive. Here, we quantified the concentration dynamics of 17 coumarins across six developmental stages of root and found a gradual decrease in FC concentration as the roots develop. Using a de-novo assembled chromosome-level genome for A. dahurica, we conducted integrative multi-omics analyses to screen out candidate genes to fill in the sole missing step in the biosynthesis of imperatorin and isoimperatorin. This revealed that CYP71AZ18 catalyzes hydroxylation at the C-5 position of psoralen to generate bergaptol, while CYP71AZ19 and CYP83F95 catalyze hydroxylation at the C-8 position to produce xanthotoxol, notably indicating that a single step is catalyzed by two genes from distinct CYP450 subfamilies in this species. CYP71AZ19 originated from a proximal duplication event of CYP71AZ18, specific to A. dahurica, and subsequently underwent neofunctionalization. Accessible chromatin regions (ACRs), especially proximal ACRs, correlated with high gene expression levels, and the three validated genes exhibited strong signals of ACRs, showing the importance of chromosomal accessibility in regulating metabolite biosynthesis.",https://pubmed.ncbi.nlm.nih.gov/40269101/
2025-04-24 20:04,Antibiotic conjugates: Using molecular Trojan Horses to overcome drug resistance.,"Xi Li, Siyuan Dong, Qi Pan, Ning Liu, Yijie Zhang",PubMed,,"Antimicrobial resistance (AMR) has become a global health crisis due to the rapid emergence of multi-drug-resistant bacteria. The paucity of novel antibiotics in the clinical pipeline has exacerbated this issue, thereby warranting the development of new antibacterial therapies. The 'Trojan Horse' strategy entails conjugating antibiotics with bioactive components that not only facilitate the entry of antibiotic molecules into bacterial cells by circumventing the membrane barriers, but also augment the effects of conventional antibiotics against recalcitrant pathogens. These Trojan Horse elements can also serve as a promising tool for repurposing drugs with hitherto unexamined antimicrobial activity, or drugs with limited clinical utility due to considerable toxic side effects. In this review, we have discussed the current state of research on antibiotic conjugates with monoclonal antibodies (mAbs), antimicrobial peptides (AMPs) and the iron-chelating siderophores. The rationale and mechanisms of different antibiotic conjugates have been summarized, and the preclinical and clinical evidence pertaining to the activity of these conjugates against drug-resistant pathogens have been reviewed. Furthermore, the challenges associated with the clinical translation of these novel antimicrobials, and the future research directions have also been discussed. While antibiotic conjugates offer an attractive alternative to conventional antimicrobials, there are several obstacles to their clinical translation. A greater understanding of the mechanisms underlying AMR, and continuing advances in genetic engineering, synthetic biology, and bioinformatics will be crucial in designing more selective, potent, and safe antibiotic conjugates for tackling multi-drug resistant (MDR) infections.",https://pubmed.ncbi.nlm.nih.gov/40268370/
2025-04-24 20:04,The Dawn of High-Throughput and Genome-Scale Kinetic Modeling: Recent Advances and Future Directions.,"Ilias Toumpe, Subham Choudhury, Vassily Hatzimanikatis, Ljubisa Miskovic",PubMed,,"Researchers have invested much effort into developing kinetic models due to their ability to capture dynamic behaviors, transient states, and regulatory mechanisms of metabolism, providing a detailed and realistic representation of cellular processes. Historically, the requirements for detailed parametrization and significant computational resources created barriers to their development and adoption for high-throughput studies. However, recent advancements, including the integration of machine learning with mechanistic metabolic models, the development of novel kinetic parameter databases, and the use of tailor-made parametrization strategies, are reshaping the field of kinetic modeling. In this Review, we discuss these developments and offer future directions, highlighting the potential of these advances to drive progress in systems and synthetic biology, metabolic engineering, and medical research at an unprecedented scale and pace.",https://pubmed.ncbi.nlm.nih.gov/40262025/
2025-04-24 20:04,Far-red chemigenetic kinase biosensors enable multiplexed and super-resolved imaging of signaling networks.,"Michelle S Frei, Samantha A Sanchez, Xinchang He, Longwei Liu, Falk Schneider, Zichen Wang, Hiroyuki Hakozaki, Yajuan Li, Anne C Lyons, Theresa V Rohm, Jerrold M Olefsky, Lingyan Shi, Johannes Schöneberg, Scott E Fraser, Sohum Mehta, Yingxiao Wang, Jin Zhang",PubMed,,"Fluorescent biosensors have advanced biomedical research by enabling direct live-cell measurements of signaling activities. However, current technology offers limited resolution and dimensionality, impeding our ability to resolve and interrogate spatiotemporally regulated networks of signaling activities. Here we introduce highly sensitive chemigenetic kinase activity biosensors that combine the genetically encodable self-labeling tag, HaloTag7, with far-red-emitting synthetic fluorophores. This technology enables both four-dimensional activity imaging and functional super-resolution imaging using stimulated emission depletion and other high-resolution microscopy techniques, permitting signaling activity to be detected across scales with the necessary resolution. Stimulated emission depletion imaging enabled the investigation of protein kinase A activity at individual clathrin-coated pits. We further demonstrate imaging of up to five analytes in single living cells, an increase in the dimensionality of biosensor multiplexing. Multiplexed imaging of cellular responses to the activation of different G-protein-coupled receptors (GPCRs) allowed quantitative measurements of spatiotemporal network states downstream of individual GPCR-ligand pairs.",https://pubmed.ncbi.nlm.nih.gov/40258957/
2025-04-24 20:04,An expandable synthetic library of human paired antibody sequences.,"Toma M Marinov, Perry T Wasdin, Gwen Jordaan, Alexis K Janke, Alexandra A Abu-Shmais, Ivelin S Georgiev",PubMed,,"The potential diversity in the global repertoire of human antibody sequences is currently not well understood due to the limited existing paired antibody heavy-light chain sequence data that has been hindered by the low throughput and high costs of current single-cell sequencing methods. Here, we report IgHuAb, a large language model for high-throughput generation of paired human antibody sequences. Using IgHuAb, we created SynAbLib, a synthetic human antibody library that mimics population-level features of naturally occurring human antibody sequences, yet is associated with significantly greater diversity in sequence space. Further, experimental validation of a diverse set of antibodies from SynAbLib showed robust expression yields. IgHuAb and SynAbLib provide a readily expandable platform for human monoclonal antibody generation that can be efficiently mined for antibody sequences with target properties.",https://pubmed.ncbi.nlm.nih.gov/40258041/
2025-04-24 20:04,Unveiling the role of phages in shaping the periodontal microbial ecosystem.,"Fangfang Yao, Jiajun He, Raphael Nyaruaba, Hongping Wei, Yuhong Li",PubMed,,"The oral microbiome comprises various species and plays a crucial role in maintaining the oral ecosystem and host health. Phages are an important component of the periodontal microbiome, yet our understanding of periodontal phages remains limited. Here, we investigated oral periodontal phages using various advanced bioinformatics tools based on genomes of key periodontitis pathogens. Prophages were found to encode various auxiliary genes that potentially enhance host survival and pathogenicity, including genes involved in carbohydrate metabolism, antibiotic resistance, and immune modulation. We observed cross-species transmission among prophages with a complex network of phage-bacteria interactions. Our findings suggest that prophages play a crucial role in shaping the periodontal microbial ecosystem, influencing microbial community dynamics and the progression of periodontitis.IMPORTANCEIn the context of periodontitis, the ecological dynamics of the microbiome are largely driven by interactions between bacteria and their phages. While the impact of prophages on regulating oral pathogens has been increasingly recognized, their role in modulating periodontal disease remains underexplored. This study reveals that prophages within key periodontitis pathogens contribute significantly to virulence factor dissemination, antibiotic resistance, and host metabolism. By influencing the metabolic capabilities and survival strategies of their bacterial hosts, prophages may act as critical regulators of microbial communities in the oral cavity. Understanding these prophage-mediated interactions is essential not only for unraveling the mechanisms of periodontal disease progression but also for developing innovative therapeutic approaches that target the microbial ecosystem at the genetic level. These insights emphasize the need for more comprehensive studies on the ecological risks posed by prophages in shaping microbial pathogenicity and resistance.",https://pubmed.ncbi.nlm.nih.gov/40152610/
2025-04-24 20:04,The impact of anthropogenic activities on antimicrobial and heavy metal resistance in aquatic environments.,"Md Javed Foysal, Brett A Neilan, Verlaine Timms",PubMed,,"This study investigated the prevalence and co-occurrence of antimicrobial (AMR) and metal resistance (MR) in aquatic environments with different human impacts. Metagenomes from pristine, rural and urban sites in Australia were analyzed with AMR ++ and customized binning pipelines. AMR was present in all environments, while MR was mainly in rural and urban samples. AMR gene diversity was higher in rural and urban sites, exhibiting resistance to more antibiotic classes (",https://pubmed.ncbi.nlm.nih.gov/40071918/
2025-04-24 20:04,Multi-omics Analysis Revealed the Diagnostic and Therapeutic Value of Immunogenic Cell Death-derived SCN5A in Hepatocellular Carcinoma.,"Zicheng Liang, Wei Tan, Xiayi Fang, Zhen Zhang, Xiaoning Tan, Puhua Zeng",PubMed,,"This study explores the diagnostic and therapeutic potential of SCN5A, an immunogenic cell death (ICD)-related gene, in hepatocellular carcinoma (HCC). Integrated analysis of four databases identified 62 ICD-associated genes (ICDGs), with SCN5A emerging as a key player linked to HCC prognosis and immune microenvironment modulation. Single-cell RNA sequencing revealed correlations between ICD activity and tumor immune dynamics. Bulk RNA sequencing categorized HCC into distinct molecular subtypes with varied immunological features. Machine learning-based prognostic models highlighted SCN5A's clinical relevance, supported by phenome-wide association studies connecting SCN5A to liver malignancies. Experimental validation showed elevated SCN5A expression in HepG2 cells, where siRNA-mediated knockdown significantly impaired proliferation (CCK8 and colony formation assays), invasion (Transwell), migration (wound healing), and apoptotic index (TUNEL assays and Bax, Bcl-2 expression). Molecular docking identified propafenone as a high-affinity SCN5A binder, which suppressed SCN5A expression and mirrored knockdown effects by inhibiting HCC cell growth and metastasis while promoting apoptosis. These findings position SCN5A as a novel ICD-linked biomarker and therapeutic target in HCC, with propafenone repurposing showing promising anti-tumor efficacy through SCN5A modulation. This work bridges computational biology with experimental oncology to advance ICD-targeted HCC treatment strategies.",https://pubmed.ncbi.nlm.nih.gov/40272736/
2025-04-24 20:04,A review of machine learning methods for imbalanced data challenges in chemistry.,"Jian Jiang, Chunhuan Zhang, Lu Ke, Nicole Hayes, Yueying Zhu, Huahai Qiu, Bengong Zhang, Tianshou Zhou, Guo-Wei Wei",PubMed,,"Imbalanced data, where certain classes are significantly underrepresented in a dataset, is a widespread machine learning (ML) challenge across various fields of chemistry, yet it remains inadequately addressed. This data imbalance can lead to biased ML or deep learning (DL) models, which fail to accurately predict the underrepresented classes, thus limiting the robustness and applicability of these models. With the rapid advancement of ML and DL algorithms, several promising solutions to this issue have emerged, prompting the need for a comprehensive review of current methodologies. In this review, we examine the prominent ML approaches used to tackle the imbalanced data challenge in different areas of chemistry, including resampling techniques, data augmentation techniques, algorithmic approaches, and feature engineering strategies. Each of these methods is evaluated in the context of its application across various aspects of chemistry, such as drug discovery, materials science, cheminformatics, and catalysis. We also explore future directions for overcoming the imbalanced data challenge and emphasize data augmentation ",https://pubmed.ncbi.nlm.nih.gov/40271022/
2025-04-24 20:04,Accurate Predictions of Molecular Properties of Proteins via Graph Neural Networks and Transfer Learning.,"Spencer Wozniak, Giacomo Janson, Michael Feig",PubMed,,"Machine learning has emerged as a promising approach for predicting molecular properties of proteins, as it addresses limitations of experimental and traditional computational methods. Here, we introduce GSnet, a graph neural network (GNN) trained to predict physicochemical and geometric properties including solvation-free energies, diffusion constants, and hydrodynamic radii, based on three-dimensional protein structures. By leveraging transfer learning, pretrained GSnet embeddings were adapted to predict solvent-accessible surface area (SASA) and residue-specific p",https://pubmed.ncbi.nlm.nih.gov/40270304/
2025-04-24 20:04,The association between the cardiac metabolic index and rapid kidney function decline and CKD in individuals with different glucose metabolism statuses: results from the China health and retirement longitudinal study.,"Wei-Zhen Tang, Qin-Yu Cai, Tai-Hang Liu, Tao-Ting Li, Gao-Hui Zhu, Jia-Cheng Li, Kang-Jin Huang, Hong-Yu Xu, He-Zhe Hua, Rong Li",PubMed,,"The Cardiometabolic Index (CMI) is a new measure that combines fat distribution and lipid profiles. However, its relationship with rapid decline in renal function and the chronic kidney disease (CKD), especially in individuals with varying glucose metabolism, is still unclear.",https://pubmed.ncbi.nlm.nih.gov/40269934/
2025-04-24 20:04,Instruction multi-constraint molecular generation using a teacher-student large language model.,"Peng Zhou, Jianmin Wang, Chunyan Li, Zixu Wang, Yiping Liu, Siqi Sun, Jianxin Lin, Leyi Wei, Xibao Cai, Houtim Lai, Wei Liu, Longyue Wang, Yuansheng Liu, Xiangxiang Zeng",PubMed,,"While various models and computational tools have been proposed for structure and property analysis of molecules, generating molecules that conform to all desired structures and properties remains a challenge.",https://pubmed.ncbi.nlm.nih.gov/40269927/
2025-04-24 20:04,Molecular characteristics of early- and late-onset ovarian cancer: insights from multidimensional evidence.,"Yanting Shen, Jie Cheng, Qing Ding, Zhihui Tao",PubMed,,"Ovarian cancer (OC) is among the most lethal gynecologic malignancies, characterized by poor prognosis. While aging is a well-established risk factor, the underlying mechanisms distinguishing early- and late-onset ovarian cancer remain poorly understood.",https://pubmed.ncbi.nlm.nih.gov/40269926/
